Code Sex BirthYear DeathYear AgeAtDeath FemaleLBS FemaleLRS ShotOrNot Group Status DeathType MaleLBS animal LBS GGImm Imm Mother
OXA02 Female 2002 2004 2 0 0 DeadNotShot 1 D Q NA OXA02 0 0.3125 loc SRL91
OXA05 Female 2005 2005 0 0 0 DeadNotShot 1 D Q NA OXA05 0 0.59375 loc SRL91
OXA95 Female 1995 2002 6 3 3 DeadNotShot 1 D Q NA OXA95 3 0.8125 loc SRL91
OXA96 Male 1996 2000 4 NA NA Shot 3 D S 0 OXA96 0 0.8125 loc SRL91
OXA97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 0 OXA97 0 0.5 loc SRL91
OXA99 Female 1999 2003 4 1 1 Shot 3 D S NA OXA99 1 0.4375 loc SRL91
OXL83 Male 1983 1983 0 NA NA DeadNotShot 1 D D 0 OXL83 0 0.75 loc PRI79
OXL84 Male 1984 NA NA NA NA DeadNotShot 2 D NA 0 OXL84 0 0.25 loc PRI79
OXL90 Male 1990 1990 0 NA NA DeadNotShot 1 D A 0 OXL90 0 0.25 loc PRI79
OXL91 Female 1991 NA NA 0 0 DeadNotShot 2 D NA NA OXL91 0 0.25 loc PRI79
OXL92 Male 1992 NA NA NA NA DeadNotShot 2 D NA 0 OXL92 0 0.25 loc PRI79
OXY00 Male 2000 2000 0 NA NA DeadNotShot 1 D E 0 OXY00 0 0.15625 loc DOC96
OXY01 Male 2001 2003 2 NA NA Shot 3 D S 0 OXY01 0 0.25 loc DOC96
OXY03 Male 2003 2009 6 NA NA Shot 3 D S 0 OXY03 0 0.34375 loc DOC96
OXY05 Female 2005 2017 11 5 2 DeadNotShot 1 D N NA OXY05 5 0.40625 loc DOC96
OXY06 Female 2006 NA NA 5 0 Living 3 L NA NA OXY06 5 0.5 loc DOC96
OXY08 Male 2008 NA NA NA NA Living 3 L NA 0 OXY08 0 0.5 loc DOC96
OXY09 Male 2009 NA NA NA NA Living 3 L NA 0 OXY09 0 0.1875 loc DOC96
OXY11 Male 2011 2013 1 NA NA DeadNotShot 1 D N 0 OXY11 0 0.234375 loc DOC96
OYS13 Male 2013 2013 0 NA NA DeadNotShot 1 D Q 0 OYS13 0 0.6640625 loc SLL09
OYS14 Female 2014 2014 0 0 0 DeadNotShot 3 F B NA OYS14 0 0.3203125 loc SLL09
PALEF Male 1975 NA NA NA NA DeadNotShot 2 D NA 0 PALEF 0 1 Imm NA
PALLI Male 2006 NA NA NA NA Living 3 L NA 0 PALLI 0 1 Imm NA
PAN00 Female 2000 2014 13 7 3 DeadNotShot 1 D N NA PAN00 7 0.46875 loc PID95
PAN01 Female 2001 2002 0 0 0 DeadNotShot 1 D N NA PAN01 0 0.375 loc PID95
PAN02 Female 2002 2002 0 0 0 DeadNotShot 1 D Q NA PAN02 0 0.59375 loc PID95
PAN03 Male 2003 2005 1 NA NA DeadNotShot 1 D N 0 PAN03 0 0.71875 loc PID95
PAN04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA PAN04 0 0.53125 loc PID95
PAN05 Male 2005 2011 6 NA NA Shot 3 D S 0 PAN05 0 0.46875 loc PID95
PAN06 Female 2006 NA NA 5 2 Living 3 L NA NA PAN06 5 0.375 loc PID95
PAN07 Male 2007 2008 1 NA NA DeadNotShot 1 D N 0 PAN07 0 0.59375 loc PID95
PAN09 Male 2009 2011 1 NA NA DeadNotShot 1 D N 0 PAN09 0 0.625 loc PID95
PAP86 Male 1986 1986 0 NA NA DeadNotShot 1 D Q 0 PAP86 0 0.875 loc CAL82
PAP87 Female 1987 2004 16 8 3 DeadNotShot 1 D N NA PAP87 8 0.875 loc CAL82
PAP88 Male 1988 1989 0 NA NA DeadNotShot 1 D N 0 PAP88 0 0.625 loc CAL82
PAP90 Male 1990 1993 2 NA NA DeadNotShot 1 D N 0 PAP90 0 0.375 loc CAL82
PAP91 Male 1991 1993 1 NA NA DeadNotShot 1 D N 0 PAP91 0 0.6875 loc CAL82
PAP94 Male 1994 2007 12 NA NA DeadNotShot 1 D N 1 PAP94 1 0.375 loc CAL82
PAR83 Male 1983 1988 5 NA NA Shot 3 D S 0 PAR83 0 0.375 loc COW79
PAR89 Female 1989 NA NA 0 0 DeadNotShot 2 D NA NA PAR89 0 0.125 loc COW79
PASSS Male 1976 NA NA NA NA DeadNotShot 2 D NA 0 PASSS 0 1 Imm NA
PASTO Male 1971 1984 12 NA NA DeadNotShot 1 D N 0 PASTO 0 1 Imm NA
PATCH Male 2003 2011 7 NA NA DeadNotShot 1 D Q 0 PATCH 0 1 Imm NA
PCL02 Female 2002 2010 8 4 2 Shot 3 D S NA PCL02 4 0.25 loc PIC98
PCL04 Male 2004 2006 2 NA NA Shot 3 D S 0 PCL04 0 0.25 loc PIC98
PCL06 Male 2006 2010 4 NA NA Shot 3 D S 0 PCL06 0 0.5 loc PIC98
PCL08 Male 2008 2009 0 NA NA Shot 3 D S 0 PCL08 0 0.5 loc PIC98
PCN06 Male 2006 2016 10 NA NA Shot 3 D S 1 PCN06 1 0.625 loc WAL02
PCN07 Female 2007 2008 0 0 0 DeadNotShot 1 D N NA PCN07 0 0.625 loc WAL02
PCN08 Male 2008 2009 0 NA NA DeadNotShot 1 D N 0 PCN08 0 0.6875 loc WAL02
PCN09 Female 2009 2009 0 0 0 DeadNotShot 1 D Q NA PCN09 0 0.6015625 loc WAL02
PCN10 Female 2010 NA NA 2 1 Living 3 L NA NA PCN10 2 0.375 loc WAL02
PCN11 Female 2011 NA NA 0 0 Living 3 L NA NA PCN11 0 0.5 loc WAL02
PCN12 Female 2012 2013 1 0 0 DeadNotShot 1 D N NA PCN12 0 0.421875 loc WAL02
PCN13 Male 2013 2014 0 NA NA DeadNotShot 1 D N 0 PCN13 0 0.78125 loc WAL02
PCN14 Female 2014 2014 0 0 0 DeadNotShot 1 D W NA PCN14 0 0.78125 loc WAL02
PCN15 Male 2015 2017 1 NA NA DeadNotShot 1 D N 0 PCN15 0 0.78125 loc WAL02
PCN16 Female 2016 2017 0 0 0 DeadNotShot 1 D N NA PCN16 0 0.78125 loc WAL02
PCO03 Female 2003 2004 0 0 0 DeadNotShot 1 D N NA PCO03 0 0.53125 loc VIO97
PCO04 Male 2004 2005 0 NA NA DeadNotShot 1 D N 0 PCO04 0 0.5625 loc VIO97
PCO06 Female 2006 NA NA 6 0 Living 3 L NA NA PCO06 6 0.65625 loc VIO97
PCO08 Male 2008 2009 0 NA NA DeadNotShot 1 D Q 0 PCO08 0 0.625 loc VIO97
PCO11 Male 2011 2012 0 NA NA DeadNotShot 1 D N 0 PCO11 0 0.71875 loc VIO97
PEA10 Male 2010 NA NA NA NA Living 3 L NA 0 PEA10 0 0.703125 loc NEC05
PEA12 Male 2012 2012 0 NA NA DeadNotShot 1 D Q 0 PEA12 0 0.296875 loc NEC05
PEA13 Male 2013 2014 0 NA NA Shot 3 D S 0 PEA13 0 0.4375 loc NEC05
PEB78 Male 1978 NA NA NA NA DeadNotShot 2 D NA 0 PEB78 0 0.5 loc PEBBL
PEBBL Female 1974 NA NA 1 0 DeadNotShot 2 D NA NA PEBBL 1 1 Imm NA
PEC81 Female 1981 1991 10 7 4 Shot 3 D S NA PEC81 7 0.75 loc SCO76
PEC82 Male 1982 1992 9 NA NA DeadNotShot 1 D N 0 PEC82 0 0.75 loc SCO76
PEC84 Male 1984 1990 6 NA NA Shot 3 D S 0 PEC84 0 0.25 loc SCO76
PEC85 Male 1985 1999 13 NA NA DeadNotShot 1 D N 2 PEC85 2 0.75 loc SCO76
PEC86 Female 1986 1992 6 2 2 Shot 3 D S NA PEC86 2 0.25 loc SCO76
PEC87 Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 PEC87 0 0.25 loc SCO76
PEC89 Male 1989 2001 12 NA NA Shot 3 D S 1 PEC89 1 0.75 loc SCO76
PEC90 Male 1990 2001 10 NA NA DeadNotShot 1 D Q 2 PEC90 2 0.75 loc SCO76
PEC92 Female 1992 1992 0 0 0 DeadNotShot 1 D Q NA PEC92 0 0.25 loc SCO76
PEC93 Female 1993 1993 0 0 0 DeadNotShot 1 D N NA PEC93 0 0.25 loc SCO76
PEL87 Male 1987 1988 0 NA NA DeadNotShot 1 D N 0 PEL87 0 0 loc MOS83
PEL89 Male 1989 2000 10 NA NA DeadNotShot 1 D Q 0 PEL89 0 0 loc MOS83
PEL91 Female 1991 1991 0 0 0 DeadNotShot 1 D A NA PEL91 0 0.5 loc MOS83
PEL92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 PEL92 0 0.5 loc MOS83
PEN84 Male 1984 1986 1 NA NA DeadNotShot 1 D N 0 PEN84 0 0.5 loc BAR80
PEN85 Male 1985 1986 0 NA NA DeadNotShot 1 D N 0 PEN85 0 0.125 loc BAR80
PEN86 Male 1986 1988 1 NA NA DeadNotShot 1 D N 0 PEN86 0 0.25 loc BAR80
PEN87 Female 1987 1989 2 0 0 DeadNotShot 1 D Q NA PEN87 0 0.25 loc BAR80
PEN88 Male 1988 1989 0 NA NA DeadNotShot 1 D N 0 PEN88 0 0 loc BAR80
PEN89 Female 1989 NA NA 1 1 DeadNotShot 2 D NA NA PEN89 1 0.25 loc BAR80
PEN90 Female 1990 2005 14 8 4 DeadNotShot 1 D N NA PEN90 8 0 loc BAR80
PEN91 Male 1991 1992 0 NA NA DeadNotShot 1 D N 0 PEN91 0 0.25 loc BAR80
PEN92 Female 1992 1993 0 0 0 DeadNotShot 1 D N NA PEN92 0 0.125 loc BAR80
PEP85 Male 1985 2000 14 NA NA DeadNotShot 1 D N 9 PEP85 9 0.75 loc MUS81
PEP86 Male 1986 1993 7 NA NA Shot 3 D S 0 PEP86 0 0.25 loc MUS81
PEP88 Male 1988 1994 6 NA NA DeadNotShot 1 D Q 0 PEP88 0 0.25 loc MUS81
PEP90 Female 1990 1998 8 3 2 Shot 3 D S NA PEP90 3 0.5 loc MUS81
PEP91 Female 1991 2003 12 6 3 Shot 3 D S NA PEP91 6 0.375 loc MUS81
PEP93 Female 1993 2002 8 3 2 Shot 3 D S NA PEP93 3 0.75 loc MUS81
PEP94 Male 1994 1995 0 NA NA DeadNotShot 1 D N 0 PEP94 0 0.75 loc MUS81
PEP95 Male 1995 1998 3 NA NA Shot 3 D S 0 PEP95 0 0.75 loc MUS81
PEP99 Male 1999 1999 0 NA NA DeadNotShot 1 D E 0 PEP99 0 0.75 loc MUS81
PER79 Male 1979 1981 1 NA NA DeadNotShot 1 D N 0 PER79 0 0 loc LIT75
PER81 Female 1981 1982 0 0 0 DeadNotShot 1 D Q NA PER81 0 0 loc LIT75
PERCY Male 1995 2011 15 NA NA DeadNotShot 1 E Q 32 PERCY 32 0.875 loc MOPRC
PEREG Male 1990 NA NA NA NA DeadNotShot 2 D NA 16 PEREG 16 1 loc NA
PERRN Male 1997 NA NA NA NA DeadNotShot 2 D NA 5 PERRN 5 0.8125 loc JOW93
PET83 Female 1983 1993 9 4 1 DeadNotShot 1 D N NA PET83 4 0.375 loc FAG79
PET85 Female 1985 1997 11 7 3 DeadNotShot 1 D N NA PET85 7 0.125 loc FAG79
PET87 Female 1987 2005 17 9 6 DeadNotShot 1 D N NA PET87 9 0.625 loc FAG79
PET88 Female 1988 1991 3 0 0 Shot 3 D S NA PET88 0 0.5 loc FAG79
PETES Male 1966 1979 12 NA NA DeadNotShot 1 D N 0 PETES 0 0 base NA
PGB71 Male 1971 1971 0 NA NA DeadNotShot 1 D Q 0 PGB71 0 0 loc SOB68
PGB72 Male 1972 NA NA NA NA DeadNotShot 2 D NA 0 PGB72 0 0 loc SOB68
PGB73 Male 1973 NA NA NA NA DeadNotShot 2 D NA 0 PGB73 0 0 loc SOB68
PGB74 Female 1974 1991 17 13 8 DeadNotShot 1 D N NA PGB74 13 0 loc SOB68
PGB75 Female 1975 1981 6 2 2 Shot 3 D S NA PGB75 2 0 loc SOB68
PGB76 Female 1976 NA NA 8 2 DeadNotShot 2 D NA NA PGB76 8 0 loc SOB68
PGB77 Male 1977 1978 0 NA NA DeadNotShot 1 D N 0 PGB77 0 0 loc SOB68
PGB78 Male 1978 NA NA NA NA DeadNotShot 2 D NA 0 PGB78 0 0 loc SOB68
PGB81 Male 1981 NA NA NA NA DeadNotShot 2 D NA 0 PGB81 0 0 loc SOB68
PGB83 Female 1983 1999 16 8 2 Shot 3 D S NA PGB83 8 0.5 loc SOB68
PGB85 Female 1985 1985 0 0 0 DeadNotShot 1 D Q NA PGB85 0 0 loc SOB68
PHA07 Male 2007 2007 0 NA NA DeadNotShot 1 D E 0 PHA07 0 0.3515625 loc LPA04
PHA08 Male 2008 NA NA NA NA Living 3 L NA 0 PHA08 0 0.2265625 loc LPA04
PHA10 Female 2010 2012 2 0 0 Shot 3 D S NA PHA10 0 0.3828125 loc LPA04
PHA11 Female 2011 NA NA 0 0 DeadNotShot 2 M NA NA PHA11 0 0.2265625 loc LPA04
PHA12 Female 2012 2013 1 0 0 Shot 3 D S NA PHA12 0 0.5 loc LPA04
PHA13 Male 2013 2013 0 NA NA Shot 3 D S 0 PHA13 0 0.2265625 loc LPA04
PHANT Male 1970 NA NA NA NA DeadNotShot 2 D NA 20 PHANT 20 1 Imm NA
PHILL Female NA NA NA 0 0 DeadNotShot 2 D NA NA PHILL 0 1 Imm NA
PHL94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 PHL94 0 0.625 loc PID89
PHL95 Female 1995 1995 0 0 0 DeadNotShot 1 D B NA PHL95 0 0.625 loc PID89
PHL96 Female 1996 2000 4 1 0 DeadNotShot 1 D C NA PHL96 1 0.8125 loc PID89
PHL97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 0 PHL97 0 0.8125 loc PID89
PHL98 Male 1998 1999 0 NA NA DeadNotShot 1 D N 0 PHL98 0 0.5 loc PID89
PHO80 Male 1980 1981 0 NA NA DeadNotShot 1 D N 0 PHO80 0 0 loc FEE75
PIB83 Female 1983 1993 9 4 0 DeadNotShot 1 D N NA PIB83 4 0.25 loc PIBRO
PIB85 Female 1985 1986 0 0 0 DeadNotShot 1 D N NA PIB85 0 0.25 loc PIBRO
PIB87 Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 PIB87 0 0.25 loc PIBRO
PIBRO Female 1973 1988 14 3 1 DeadNotShot 1 D N NA PIBRO 3 0.5 loc MOLIB
PIC00 Male 2000 2002 1 NA NA Shot 3 D S 0 PIC00 0 0.1875 loc MUS85
PIC89 Male 1989 1989 0 NA NA DeadNotShot 1 D B 0 PIC89 0 0.25 loc MUS85
PIC90 Male 1990 2000 9 NA NA DeadNotShot 1 D N 1 PIC90 1 0.125 loc MUS85
PIC91 Female 1991 1997 6 2 1 Shot 3 D S NA PIC91 2 0.125 loc MUS85
PIC93 Male 1993 1998 5 NA NA Shot 3 D S 0 PIC93 0 0.5 loc MUS85
PIC94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 2 PIC94 2 0.25 loc MUS85
PIC96 Male 1996 2000 4 NA NA Shot 3 D S 0 PIC96 0 0.5 loc MUS85
PIC98 Female 1998 2009 10 4 3 Shot 3 D S NA PIC98 4 0.125 loc MUS85
PID89 Female 1989 1999 9 5 3 DeadNotShot 1 D N NA PID89 5 0.625 loc LIM85
PID91 Female 1991 1993 1 0 0 DeadNotShot 1 D N NA PID91 0 0.375 loc LIM85
PID92 Female 1992 1993 0 0 0 DeadNotShot 1 D N NA PID92 0 0.375 loc LIM85
PID94 Male 1994 1998 4 NA NA Shot 3 D S 0 PID94 0 0.375 loc LIM85
PID95 Female 1995 2010 14 9 3 DeadNotShot 1 D N NA PID95 9 0.4375 loc LIM85
PID96 Male 1996 2003 7 NA NA Shot 3 D S 0 PID96 0 0.625 loc LIM85
PID97 Female 1997 2012 14 9 2 DeadNotShot 1 D N NA PID97 9 0.25 loc LIM85
PID99 Female 1999 2000 1 0 0 DeadNotShot 1 D N NA PID99 0 0.625 loc LIM85
PIL97 Female 1997 NA NA 0 0 DeadNotShot 2 D NA NA PIL97 0 0.25 loc HER93
PIL98 Male 1998 2001 3 NA NA Shot 3 D S 0 PIL98 0 0.4375 loc HER93
PIL99 Male 1999 1999 0 NA NA DeadNotShot 1 D Q 0 PIL99 0 0.515625 loc HER93
PIMPE Male 2007 2013 5 NA NA DeadNotShot 1 D Q 0 PIMPE 0 1 Imm NA
PIN74 Male 1974 1986 11 NA NA DeadNotShot 1 D N 1 PIN74 1 0.5 loc TAL70
PIN76 Female 1976 1976 0 0 0 DeadNotShot 1 D Q NA PIN76 0 0 loc TAL70
PIN77 Female 1977 1977 0 0 0 DeadNotShot 1 D Q NA PIN77 0 0 loc TAL70
PIN78 Male 1978 1990 11 NA NA DeadNotShot 1 D N 0 PIN78 0 0.5 loc TAL70
PIN80 Female 1980 1981 0 0 0 DeadNotShot 1 D N NA PIN80 0 0 loc TAL70
PIN83 Female 1983 1984 0 0 0 DeadNotShot 1 D N NA PIN83 0 0 loc TAL70
PINCS Male 1964 1976 11 NA NA DeadNotShot 1 D N 5 PINCS 5 0 base NA
PINKH Female NA NA NA 2 1 DeadNotShot 2 D NA NA PINKH 2 1 Imm NA
PIP94 Female 1994 NA NA 0 0 DeadNotShot 2 D NA NA PIP94 0 0.3125 loc TEL90
PIP96 Female 1996 NA NA 0 0 DeadNotShot 2 D NA NA PIP96 0 0.3125 loc TEL90
PIP97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 0 PIP97 0 0.3125 loc TEL90
PIP98 Male 1998 1998 0 NA NA Shot 3 D S 0 PIP98 0 0.5 loc TEL90
PIS88 Male 1988 NA NA NA NA DeadNotShot 2 D NA 0 PIS88 0 0 loc ALM84
PJANE Female 1974 NA NA 8 5 DeadNotShot 2 D NA NA PJANE 8 1 Imm NA
PKN08 Female 2008 NA NA 0 0 DeadNotShot 2 U NA NA PKN08 0 0.09375 loc CNK04
PKN11 Female 2011 NA NA 0 0 DeadNotShot 2 M NA NA PKN11 0 0.09375 loc CNK04
PLIED Male 1978 NA NA NA NA DeadNotShot 2 D NA 0 PLIED 0 1 Imm NA
PLO77 Female 1977 1983 6 1 0 DeadNotShot 1 D C NA PLO77 1 0 loc TRN74
PLO79 Male 1979 1989 9 NA NA DeadNotShot 1 D N 0 PLO79 0 0.25 loc TRN74
PLO82 Female 1982 2001 18 14 6 DeadNotShot 1 D N NA PLO82 14 0.5 loc TRN74
PLO84 Male 1984 1990 6 NA NA DeadNotShot 1 D N 0 PLO84 0 0.25 loc TRN74
PLO86 Male 1986 1987 0 NA NA DeadNotShot 1 D N 0 PLO86 0 0 loc TRN74
PLO88 Female 1988 1989 0 0 0 DeadNotShot 1 D N NA PLO88 0 0 loc TRN74
PLT07 Male 2007 NA NA NA NA Living 3 L NA 0 PLT07 0 0.34375 loc KNO03
PLT09 Female 2009 NA NA 0 0 DeadNotShot 2 M NA NA PLT09 0 0.46875 loc KNO03
PLU84 Male 1984 1991 7 NA NA Shot 3 D S 0 PLU84 0 0.5 loc DAM78
PLU85 Male 1985 NA NA NA NA DeadNotShot 2 D NA 0 PLU85 0 0 loc DAM78
PLU87 Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 PLU87 0 0 loc DAM78
PMP04 Male 2004 2004 0 NA NA DeadNotShot 1 D Q 0 PMP04 0 0.171875 loc MNT99
PNK78 Female 1978 NA NA 2 0 DeadNotShot 2 D NA NA PNK78 2 0.5 loc PINKH
PNK82 Male 1982 NA NA NA NA DeadNotShot 2 D NA 0 PNK82 0 0.5 loc PINKH
PNT98 Male 1998 1999 0 NA NA DeadNotShot 1 D A 0 PNT98 0 0.125 loc MOO94
PNY83 Female 1983 NA NA 0 0 DeadNotShot 2 D NA NA PNY83 0 0 loc THR80
PNY85 Female 1985 NA NA 0 0 DeadNotShot 2 D NA NA PNY85 0 0 loc THR80
PNY87 Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 PNY87 0 0 loc THR80
PNY88 Male 1988 NA NA NA NA DeadNotShot 2 D NA 0 PNY88 0 0 loc THR80
POINT Male 1968 1982 13 NA NA DeadNotShot 1 D N 0 POINT 0 0 base NA
POL73 Female 1973 1986 12 6 4 DeadNotShot 1 D N NA POL73 6 0.5 loc POLLU
POL74 Male 1974 1974 0 NA NA DeadNotShot 1 D D 0 POL74 0 0 loc POLLU
POL75 Male 1975 1976 0 NA NA DeadNotShot 1 D N 0 POL75 0 0 loc POLLU
POL76 Female 1976 1976 0 0 0 DeadNotShot 1 D D NA POL76 0 0 loc POLLU
POL77 Female 1977 1991 13 8 4 DeadNotShot 1 D N NA POL77 8 0 loc POLLU
POL79 Female 1979 1995 15 8 0 DeadNotShot 1 D N NA POL79 8 0 loc POLLU
POL81 Female 1981 1982 0 0 0 DeadNotShot 1 D N NA POL81 0 0 loc POLLU
POL82 Female 1982 1983 0 0 0 DeadNotShot 1 D N NA POL82 0 0 loc POLLU
POL84 Male 1984 1986 1 NA NA DeadNotShot 1 D N 0 POL84 0 0.25 loc POLLU
POLLU Female 1969 1985 15 10 3 DeadNotShot 1 D N NA POLLU 10 0 loc BULGY
POM01 Male 2001 2007 6 NA NA Shot 3 D S 0 POM01 0 0.5 loc BNX93
POM03 Male 2003 2004 0 NA NA DeadNotShot 1 D N 0 POM03 0 0.5 loc BNX93
POM04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA POM04 0 0.625 loc BNX93
POM06 Male 2006 2010 4 NA NA Shot 3 D S 0 POM06 0 0.4375 loc BNX93
POM07 Male 2007 2008 0 NA NA DeadNotShot 1 D N 0 POM07 0 0.40625 loc BNX93
POM97 Female 1997 2014 16 11 1 DeadNotShot 1 D N NA POM97 11 0.3125 loc BNX93
POM99 Male 1999 2000 0 NA NA DeadNotShot 1 D N 0 POM99 0 0.1875 loc BNX93
POPES Male NA NA NA NA NA DeadNotShot 2 U NA 0 POPES 0 1 Imm NA
POPEY Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 POPEY 0 1 Imm NA
POR92 Female 1992 1992 0 0 0 DeadNotShot 1 D N NA POR92 0 0.625 loc OAT87
POT09 Female 2009 2009 0 0 0 DeadNotShot 1 D E NA POT09 0 0.4375 loc TRT05
POT10 Female 2010 2010 0 0 0 DeadNotShot 1 D D NA POT10 0 0.640625 loc TRT05
PPK94 Female 1994 1996 1 0 0 DeadNotShot 1 D N NA PPK94 0 0.75 loc PEP90
PPK96 Male 1996 1998 2 NA NA Shot 3 D S 0 PPK96 0 0.75 loc PEP90
PPK97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 0 PPK97 0 0.25 loc PEP90
PPL11 Female 2011 NA NA 2 1 Living 3 L NA NA PPL11 2 0.578125 loc FRT07
PPL12 Female 2012 2016 4 2 0 Shot 3 D S NA PPL12 2 0.2890625 loc FRT07
PPL14 Male 2014 NA NA NA NA Living 3 L NA 0 PPL14 0 0.7890625 loc FRT07
PPL15 Female 2015 NA NA 0 0 Living 3 L NA NA PPL15 0 0.2890625 loc FRT07
PPL16 Male 2016 NA NA NA NA Living 3 L NA 0 PPL16 0 0.671875 loc FRT07
PPT11 Male 2011 2012 0 NA NA DeadNotShot 1 D N 0 PPT11 0 0.28125 loc WAG06
PPT13 Male 2013 2014 0 NA NA DeadNotShot 1 D N 0 PPT13 0 0.28125 loc WAG06
PPT16 Male 2016 2017 0 NA NA DeadNotShot 1 D N 0 PPT16 0 0.6875 loc WAG06
PPY10 Female 2010 2010 0 0 0 DeadNotShot 1 D D NA PPY10 0 0.6640625 loc HON06
PPY11 Male 2011 2012 0 NA NA Shot 3 D S 0 PPY11 0 0.609375 loc HON06
PPY12 Male 2012 2012 0 NA NA DeadNotShot 3 F NA 0 PPY12 0 0.640625 loc HON06
PRA89 Female 1989 1990 1 0 0 DeadNotShot 1 D A NA PRA89 0 0.5 loc TER84
PRA91 Female 1991 1996 4 0 0 DeadNotShot 1 D N NA PRA91 0 0.5 loc TER84
PRA92 Male 1992 1992 0 NA NA DeadNotShot 1 D D 0 PRA92 0 0.25 loc TER84
PRC02 Female 2002 NA NA 5 1 DeadNotShot 2 U NA NA PRC02 5 0.90625 loc TRT98
PRC04 Male 2004 2005 0 NA NA DeadNotShot 1 D N 0 PRC04 0 0.40625 loc TRT98
PRC05 Male 2005 2005 0 NA NA DeadNotShot 1 D A 0 PRC05 0 0.796875 loc TRT98
PRC06 Female 2006 NA NA 5 4 Living 3 L NA NA PRC06 5 0.796875 loc TRT98
PRC07 Female 2007 2013 6 2 1 Shot 3 D S NA PRC07 2 0.5625 loc TRT98
PRC09 Female 2009 NA NA 4 2 Living 3 L NA NA PRC09 4 0.8125 loc TRT98
PRC11 Male 2011 2011 0 NA NA DeadNotShot 1 D Q 0 PRC11 0 0.84375 loc TRT98
PRC12 Female 2012 NA NA 2 0 Living 3 L NA NA PRC12 2 0.8125 loc TRT98
PRC14 Male 2014 NA NA NA NA Living 3 L NA 0 PRC14 0 0.90625 loc TRT98
PRI77 Male 1977 1977 0 NA NA DeadNotShot 1 D Q 0 PRI77 0 0 loc PGB74
PRI79 Female 1979 1992 13 8 1 Shot 3 D S NA PRI79 8 0.5 loc PGB74
PRI80 Male 1980 NA NA NA NA DeadNotShot 2 D NA 0 PRI80 0 0 loc PGB74
PRI81 Female 1981 1981 0 0 0 DeadNotShot 1 D E NA PRI81 0 0 loc PGB74
PRI82 Male 1982 1987 5 NA NA Shot 3 D S 0 PRI82 0 0.5 loc PGB74
PRI83 Male 1983 NA NA NA NA DeadNotShot 2 D NA 0 PRI83 0 0 loc PGB74
PRI84 Male 1984 NA NA NA NA DeadNotShot 2 D NA 0 PRI84 0 0 loc PGB74
PRI85 Male 1985 1991 6 NA NA Shot 3 D S 0 PRI85 0 0 loc PGB74
PRI86 Male 1986 NA NA NA NA DeadNotShot 2 D NA 0 PRI86 0 0 loc PGB74
PRI87 Male 1987 1989 1 NA NA DeadNotShot 1 D N 0 PRI87 0 0 loc PGB74
PRI89 Female 1989 NA NA 1 0 DeadNotShot 2 D NA NA PRI89 1 0.5 loc PGB74
PRI90 Female 1990 1992 2 0 0 Shot 3 D S NA PRI90 0 0 loc PGB74
PRI91 Female 1991 1991 0 0 0 DeadNotShot 3 F NA NA PRI91 0 0.125 loc PGB74
PRK83 Male 1983 1995 11 NA NA DeadNotShot 1 D N 2 PRK83 2 0.25 loc OTA78
PRN01 Male 2001 2007 6 NA NA DeadNotShot 1 D A 2 PRN01 2 0.59375 loc OXA95
PRN98 Male 1998 2000 2 NA NA Shot 3 D S 0 PRN98 0 0.71875 loc OXA95
PRN99 Male 1999 2006 7 NA NA Shot 3 D S 5 PRN99 5 0.78125 loc OXA95
PROCO Male 1968 1975 7 NA NA Shot 3 D S 0 PROCO 0 0 base NA
PROFE Male 1959 NA NA NA NA DeadNotShot 2 D NA 0 PROFE 0 0 base NA
PRONG Male 1964 1976 12 NA NA Shot 3 D S 0 PRONG 0 0 base NA
PROTE Male 1966 NA NA NA NA DeadNotShot 2 D NA 0 PROTE 0 0 base NA
PROXY Male 2000 2009 9 NA NA DeadNotShot 1 D Q 1 PROXY 1 1 loc MOPRX
PRRLS Male NA NA NA NA NA DeadNotShot 2 D NA 0 PRRLS 0 1 Imm NA
PRS93 Male 1993 2008 14 NA NA DeadNotShot 1 D Q 0 PRS93 0 0.25 loc ATH89
PRS95 Male 1995 2001 6 NA NA Shot 3 D S 0 PRS95 0 0.375 loc ATH89
PRS97 Female 1997 2000 3 1 0 Shot 3 D S NA PRS97 1 0.6875 loc ATH89
PRS98 Female 1998 2002 4 1 0 Shot 3 D S NA PRS98 1 0.59375 loc ATH89
PRS99 Male 1999 1999 0 NA NA Shot 3 D S 0 PRS99 0 0.25 loc ATH89
PRT96 Female 1996 1997 1 0 0 DeadNotShot 1 D N NA PRT96 0 0.375 loc ORP92
